Symbol,Name
SGDSAR=X,SGD/SAR
SGDCOP=X,SGD/COP
SARKES=X,SAR/KES
SEKPHP=X,SEK/PHP
SCREUR=X,SCR/EUR
SYPUSD=X,SYP/USD
SRD=X,USD/SRD
SVCCHF=X,SVC/CHF
SEKOMR=X,SEK/OMR
SEKJOD=X,SEK/JOD
SGDNZD=X,SGD/NZD
10366938.EX,10366938.EX
SARMXN=X,SAR/MXN
SGDKES=X,SGD/KES
SGDTND=X,SGD/TND
SGDIDR=X,SGD/IDR
SAREUR=X,SAR/EUR
SDG=X,USD/SDG
SGDDKK=X,SGD/DKK
SDGCHF=X,SDG/CHF
TWDUSD=X,TWD/USD
TWDSGD=X,TWD/SGD
TWDMAD=X,TWD/MAD
TWDKRW=X,TWD/KRW
TWDJOD=X,TWD/JOD
TWDILS=X,TWD/ILS
TWDCNH=X,TWD/CNH
TRYUSD=X,TRY/USD
TRYMAD=X,TRY/MAD
TRYLKR=X,TRY/LKR
TRYKWD=X,TRY/KWD
TRYKES=X,TRY/KES
TRYJPY=X,TRY/JPY
TRYGBP=X,TRY/GBP
TRYEUR=X,TRY/EUR
TRYBRL=X,TRY/BRL
TOPEUR=X,TOP/EUR
TNDSEK=X,TND/SEK
TNDRUB=X,TND/RUB
TNDLVL=X,TND/LVL
TNDISK=X,TND/ISK
TNDDKK=X,TND/DKK
TNDCZK=X,TND/CZK
THBTWD=X,THB/TWD
THBTRY=X,THB/TRY
THBSGD=X,THB/SGD
THBNGN=X,THB/NGN
THBEUR=X,THB/EUR
THBDKK=X,THB/DKK
THBCHF=X,THB/CHF
TJSUSD=X,TJS/USD
TNDPHP=X,TND/PHP
THBAUD=X,THB/AUD
TNDAUD=X,TND/AUD
TWDSAR=X,TWD/SAR
TNDLKR=X,TND/LKR
TTDCAD=X,TTD/CAD
TNDEGP=X,TND/EGP
THBISK=X,THB/ISK
TWD=X,USD/TWD
TWDCNY=X,TWD/CNY
TRYDKK=X,TRY/DKK
TNDCAD=X,TND/CAD
THBLTL=X,THB/LTL
TNDSAR=X,TND/SAR
THBIDR=X,THB/IDR
TRYILS=X,TRY/ILS
TRYAED=X,TRY/AED
TNDILS=X,TND/ILS
TWDKES=X,TWD/KES
THBEGP=X,THB/EGP
TWDMXN=X,TWD/MXN
TWDLTL=X,TWD/LTL
THBKRW=X,THB/KRW
TRYZAR=X,TRY/ZAR
TWDLKR=X,TWD/LKR
THBLBP=X,THB/LBP
THBPHP=X,THB/PHP
TRYINR=X,TRY/INR
TWDGBP=X,TWD/GBP
THBNZD=X,THB/NZD
TZS=X,USD/TZS
THBOMR=X,THB/OMR
TTDCHF=X,TTD/CHF
TNDTWD=X,TND/TWD
TNDTHB=X,TND/THB
TNDJOD=X,TND/JOD
THBCAD=X,THB/CAD
TTDGBP=X,TTD/GBP
TRYCHF=X,TRY/CHF
TWDHKD=X,TWD/HKD
TRYTWD=X,TRY/TWD
TMT=X,USD/TMT
TWDNZD=X,TWD/NZD
THBAED=X,THB/AED
TMTCHF=X,TMT/CHF
THBRUB=X,THB/RUB
THBVEF=X,THB/VEF
TNDLTL=X,TND/LTL
TWDHUF=X,TWD/HUF
TRYCNY=X,TRY/CNY
TWDAUD=X,TWD/AUD
TNDIDR=X,TND/IDR
TWDMYR=X,TWD/MYR
THBZWL=X,THB/ZWL
TNDNZD=X,TND/NZD
TTD=X,USD/TTD
THBBRL=X,THB/BRL
THBKWD=X,THB/KWD
TWDAED=X,TWD/AED
TRYOMR=X,TRY/OMR
TNDZAR=X,TND/ZAR
THBPLN=X,THB/PLN
THBCOP=X,THB/COP
TWDISK=X,TWD/ISK
TRYCAD=X,TRY/CAD
TRYNOK=X,TRY/NOK
THBBMD=X,THB/BMD
TWDIDR=X,TWD/IDR
TWDKWD=X,TWD/KWD
THBQAR=X,THB/QAR
TRYLVL=X,TRY/LVL
TMTUSD=X,TMT/USD
TNDHUF=X,TND/HUF
THBBOB=X,THB/BOB
THBMXN=X,THB/MXN
TNDAED=X,TND/AED
TRYTHB=X,TRY/THB
TRYAUD=X,TRY/AUD
TTDXDR=X,TTD/XDR
TWDQAR=X,TWD/QAR
TRYEGP=X,TRY/EGP
THBPKR=X,THB/PKR
THBSEK=X,THB/SEK
TNDKWD=X,TND/KWD
THBNOK=X,THB/NOK
TRYISK=X,TRY/ISK
TRYJOD=X,TRY/JOD
TRYHKD=X,TRY/HKD
THBKES=X,THB/KES
THBJOD=X,THB/JOD
THBLKR=X,THB/LKR
TNDKES=X,TND/KES
TNDSGD=X,TND/SGD
TTDUSD=X,TTD/USD
TWDZAR=X,TWD/ZAR
TRYMYR=X,TRY/MYR
TRYCLP=X,TRY/CLP
TNDINR=X,TND/INR
TTDEUR=X,TTD/EUR
TRYCZK=X,TRY/CZK
TRYIDR=X,TRY/IDR
TWDPHP=X,TWD/PHP
TRY=X,USD/TRY
THBBHD=X,THB/BHD
THBCZK=X,THB/CZK
THBHUF=X,THB/HUF
THBUYU=X,THB/UYU
TOPGBP=X,TOP/GBP
TNDMUR=X,TND/MUR
TNDGBP=X,TND/GBP
TRYTND=X,TRY/TND
TWDPKR=X,TWD/PKR
TRYNZD=X,TRY/NZD
TRYRUB=X,TRY/RUB
THBLVL=X,THB/LVL
TRYPHP=X,TRY/PHP
TNDNOK=X,TND/NOK
TNDKRW=X,TND/KRW
TND=X,USD/TND
TNDCHF=X,TND/CHF
TJS=X,USD/TJS
TWDCAD=X,TWD/CAD
TWDEGP=X,TWD/EGP
TNDHKD=X,TND/HKD
THBMAD=X,THB/MAD
TWDTND=X,TWD/TND
TNDEUR=X,TND/EUR
TWDDKK=X,TWD/DKK
TWDOMR=X,TWD/OMR
TOPCHF=X,TOP/CHF
THBARS=X,THB/ARS
TRYSEK=X,TRY/SEK
TWDCHF=X,TWD/CHF
TNDCNY=X,TND/CNY
TNDPLN=X,TND/PLN
THBCNY=X,THB/CNY
TWDRUB=X,TWD/RUB
TNDUSD=X,TND/USD
THBSAR=X,THB/SAR
THBCLP=X,THB/CLP
TRYHUF=X,TRY/HUF
TWDTHB=X,TWD/THB
THBMUR=X,THB/MUR
TWDSEK=X,TWD/SEK
THBXDR=X,THB/XDR
TRYQAR=X,TRY/QAR
TWDCZK=X,TWD/CZK
THBPEN=X,THB/PEN
TRYMUR=X,TRY/MUR
TRYSGD=X,TRY/SGD
THBMYR=X,THB/MYR
THBINR=X,THB/INR
TOPUSD=X,TOP/USD
TWDJPY=X,TWD/JPY
TWDMUR=X,TWD/MUR
TRYPLN=X,TRY/PLN
THBILS=X,THB/ILS
TNDJPY=X,TND/JPY
TWDTRY=X,TWD/TRY
TNDTRY=X,TND/TRY
TRYMXN=X,TRY/MXN
TWDINR=X,TWD/INR
THBUSD=X,THB/USD
TNDQAR=X,TND/QAR
THBZAR=X,THB/ZAR
TNDOMR=X,TND/OMR
TRYSAR=X,TRY/SAR
TWDEUR=X,TWD/EUR
TWDPLN=X,TWD/PLN
THBTND=X,THB/TND
TOP=X,USD/TOP
TRYLTL=X,TRY/LTL
TJSCHF=X,TJS/CHF
THBJPY=X,THB/JPY
TTDDKK=X,TTD/DKK
TWDLVL=X,TWD/LVL
THBHKD=X,THB/HKD
TWDNOK=X,TWD/NOK
TZSINR=X,TZS/INR
TRYKRW=X,TRY/KRW
THB=X,USD/THB
TNDMXN=X,TND/MXN
THBGBP=X,THB/GBP
TNDMAD=X,TND/MAD
ZWL=X,USD/ZWL
XOF=X,USD/XOF
XCD=X,USD/XCD
VND=X,USD/VND
UZS=X,USD/UZS
UYUBRL=X,UYU/BRL
UYUBOB=X,UYU/BOB
UGXXOF=X,UGX/XOF
UAHUSD=X,UAH/USD
UYUGBP=X,UYU/GBP
UGXANG=X,UGX/ANG
UAH=X,USD/UAH
UGXTND=X,UGX/TND
UGXBMD=X,Uganda Shilling (b) vs Bermuda
UGXDKK=X,UGX/DKK
UGXIDR=X,UGX/IDR
UGXISK=X,UGX/ISK
UYUVEF=X,UYU/VEF
UGXBRL=X,UGX/BRL
UGXZWL=X,UGX/ZWL
UYUMXN=X,UYU/MXN
ZAR=X,USD/ZAR
UGXCNH=X,UGX/CNH
UGXHKD=X,UGX/HKD
UGXTHB=X,UGX/THB
UGXZMW=X,UGX/ZMW
UGXRSD=X,UGX/RSD
UYUCLP=X,UYU/CLP
UGXMYR=X,UGX/MYR
UAHGBP=X,UAH/GBP
UGXJPY=X,UGX/JPY
UGXLKR=X,UGX/LKR
UYUCOP=X,UYU/COP
UYUPEN=X,UYU/PEN
UGXINR=X,UGX/INR
UGXNZD=X,UGX/NZD
UGXZAR=X,UGX/ZAR
UGXEGP=X,UGX/EGP
UYUUSD=X,UYU/USD
UGXSGD=X,UGX/SGD
UYUCHF=X,UYU/CHF
UGXKYD=X,UGX/KYD
ZMW=X,USD/ZMW
UGXTWD=X,UGX/TWD
UGXTOP=X,UGX/TOP
UGXCZK=X,UGX/CZK
UAHEUR=X,UAH/EUR
UAHCHF=X,UAH/CHF
UGXMXN=X,UGX/MXN
UGXNOK=X,UGX/NOK
UGXHUF=X,UGX/HUF
UGXARS=X,UGX/ARS
UGXBWP=X,UGX/BWP
UGXOMR=X,UGX/OMR
VUV=X,USD/VUV
UGXGHS=X,UGX/GHS
UGXRON=X,UGX/RON
UYUPYG=X,UYU/PYG
XDR=X,USD/XDR
UGXPKR=X,UGX/PKR
USD=X,USD/USD
UGXMWK=X,UGX/MWK
YER=X,USD/YER
UGXBDT=X,UGX/BDT
UYUTHB=X,UYU/THB
WST=X,USD/WST
UGXBGN=X,UGX/BGN
XPF=X,USD/XPF
UGXWST=X,UGX/WST
UGXVND=X,UGX/VND
UGXKRW=X,UGX/KRW
UGXKES=X,UGX/KES
UGXMUR=X,UGX/MUR
UGXCOP=X,UGX/COP
UGXSBD=X,UGX/SBD
UGXTZS=X,UGX/TZS
UGXNGN=X,UGXNGN=X
UAHCZK=X,UAH/CZK
UGXCLP=X,UGX/CLP
UGXPHP=X,UGX/PHP
UGXRWF=X,UGX/RWF
UGXRUB=X,UGX/RUB
UGXTRY=X,UGX/TRY
UGXILS=X,UGX/ILS
UGX=X,USD/UGX
UYUEUR=X,UYU/EUR
UGXKZT=X,UGX/KZT
UYU=X,USD/UYU
UGXAUD=X,UGX/AUD
UGXNAD=X,UGX/NAD
UYUARS=X,UYU/ARS
VEF=X,USD/VEF
XAF=X,USD/XAF
UGXFJD=X,UGX/FJD
UGXAFN=X,UGX/AFN
VUVUYU=X,VUV/UYU
VUVBOB=X,VUV/BOB
VNDJPY=X,VND/JPY
VEFUSD=X,VEF/USD
VEFARS=X,VEF/ARS
VUVMAD=X,VUV/MAD
VEFPEN=X,VEF/PEN
VUVEGP=X,VUV/EGP
VEFMXN=X,VEF/MXN
VEFXDR=X,VEF/XDR
VUVCHF=X,VUV/CHF
VEFCHF=X,VEF/CHF
VUVZAR=X,VUV/ZAR
VUVCLP=X,VUV/CLP
VEFCAD=X,VEF/CAD
VUVCOP=X,VUV/COP
VEFCLP=X,VEF/CLP
VEFBRL=X,VEF/BRL
VEFBOB=X,VEF/BOB
VEFPYG=X,VEF/PYG
VNDKRW=X,VND/KRW
VEFCOP=X,VEF/COP
VUVEUR=X,VUV/EUR
VUVUSD=X,VUV/USD
VUVVEF=X,VUV/VEF
VUVGBP=X,VUV/GBP
VUVILS=X,VUV/ILS
VUVNGN=X,VUV/NGN
VUVARS=X,VUV/ARS
VUVMUR=X,VUV/MUR
VUVJOD=X,VUV/JOD
VUVZWL=X,VUV/ZWL
VEFTHB=X,VEF/THB
VUVPEN=X,VUV/PEN
VUVSAR=X,VUV/SAR
VUVMXN=X,VUV/MXN
VUVBMD=X,VUV/BMD
VEFEUR=X,VEF/EUR
VUVCAD=X,VUV/CAD
VUVBRL=X,VUV/BRL
VEFGBP=X,VEF/GBP
VUVAED=X,VUV/AED
VEFUYU=X,VEF/UYU
WSTEUR=X,WST/EUR
WSTUSD=X,WST/USD
WSTGBP=X,WST/GBP
WSTCHF=X,WST/CHF
ZARUSD=X,ZAR/USD
XOFGHS=X,XOF/GHS
XDRGBP=X,XDR/GBP
XCDEUR=X,XCD/EUR
XAFDKK=X,XAF/DKK
XDRUSD=X,XDR/USD
XPFEUR=X,XPF/EUR
XPFCAD=X,XPF/CAD
XPFUSD=X,XPF/USD
ZARCHF=X,ZAR/CHF
XCDUSD=X,XCD/USD
ZAREUR=X,ZAR/EUR
XDRDKK=X,XDR/DKK
XPFCHF=X,XPF/CHF
XDRNOK=X,XDR/NOK
XPFGBP=X,XPF/GBP
XCDCAD=X,XCD/CAD
XOFDKK=X,XOF/DKK
XCDCHF=X,XCD/CHF
XDREUR=X,XDR/EUR
XCDDKK=X,XCD/DKK
XCDGBP=X,XCD/GBP
YERTHB=X,YER/THB
ZARTWD=X,ZAR/TWD
ZARRSD=X,ZAR/RSD
ZARMUR=X,ZAR/MUR
ZARLSL=X,ZAR/LSL
ZARHRK=X,ZAR/HRK
ZARKRW=X,ZAR/KRW
ZARMWK=X,ZAR/MWK
ZARPLN=X,ZAR/PLN
ZARAOA=X,ZAR/AOA
ZMWCAD=X,ZMW/CAD
ZARISK=X,ZAR/ISK
ZARINR=X,ZAR/INR
ZMWEUR=X,ZMW/EUR
ZARILS=X,ZAR/ILS
ZAREGP=X,ZAR/EGP
ZARPHP=X,ZAR/PHP
ZARLVL=X,ZAR/LVL
ZMWCHF=X,ZMW/CHF
ZARXDR=X,ZAR/XDR
ZARCNY=X,ZAR/CNY
ZMWDKK=X,ZMW/DKK
ZARSZL=X,ZAR/SZL
ZARBRL=X,ZAR/BRL
ZARPKR=X,ZAR/PKR
ZARIDR=X,ZAR/IDR
ZARLKR=X,ZAR/LKR
ZARTRY=X,ZAR/TRY
ZARBWP=X,ZAR/BWP
ZARNGN=X,ZAR/NGN
ZARLTL=X,ZAR/LTL
ZMWUSD=X,ZMW/USD
ZARRUB=X,ZAR/RUB
ZMWJPY=X,ZMW/JPY
ZARGHS=X,ZAR/GHS
ZARDKK=X,ZAR/DKK
ZARSCR=X,ZAR/SCR
ZARCZK=X,ZAR/CZK
ZARSAR=X,ZAR/SAR
ZARKWD=X,ZAR/KWD
ZARUGX=X,ZAR/UGX
ZMWGBP=X,ZMW/GBP
ZARHUF=X,ZAR/HUF
ZARKES=X,ZAR/KES
ZARTND=X,ZAR/TND
ZARCLP=X,ZAR/CLP
ZARMXN=X,ZAR/MXN
ZARAED=X,ZAR/AED
ZARMAD=X,ZAR/MAD
ZAROMR=X,ZAR/OMR
ZARTHB=X,ZAR/THB
ZARQAR=X,ZAR/QAR
ZARUAH=X,ZAR/UAH
ZARJOD=X,ZAR/JOD
